price,area,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,type_of_building
6000000,1150,2,2,,Ready to Move,Resale,1,,,Flat
37500000,2800,4,4,,Ready to Move,Resale,3,Semi-Furnished,1,Flat
5950000,1330,3,2,,Ready to Move,Resale,1,Unfurnished,2,Flat
5140000,1360,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
9000000,1600,3,3,2,Ready to Move,Resale,,,,Individual House
3500000,625,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
22500000,1800,3,3,,Ready to Move,New Property,2,Semi-Furnished,,Flat
6800000,1095,2,2,2,Ready to Move,Resale,1,,,Flat
22000000,3500,4,4,4,Ready to Move,New Property,2,,1,Flat
11000000,1150,2,2,2,Ready to Move,Resale,3,,0,Flat
8400000,1080,2,2,,Ready to Move,Resale,1,,,Flat
21000000,1600,3,2,1,Ready to Move,New Property,11,,,Flat
12500000,1110,3,3,3,Ready to Move,Resale,2,,,Flat
5700000,1100,2,2,1,Ready to Move,Resale,1,,,Flat
4000000,1080,3,2,2,,New Property,,Unfurnished,,Flat
15000000,1350,3,3,1,Ready to Move,New Property,,Semi-Furnished,,Flat
4000000,1080,2,2,2,Ready to Move,Resale,,,,Individual House
5200000,1585,3,3,2,Ready to Move,Resale,,,,Flat
2800000,870,2,2,2,Ready to Move,Resale,1,,2,Flat
8000000,2032,3,4,4,Ready to Move,Resale,1,,2,Flat
25000000,2734,4,4,4,Ready to Move,Resale,1,,2,Flat
13900000,1440,3,4,1,Ready to Move,Resale,,Semi-Furnished,,Individual House
15000000,1900,3,3,1,Ready to Move,Resale,1,Semi-Furnished,1,Flat
18500000,1250,3,2,,Ready to Move,Resale,2,,,Flat
3000000,700,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
4500000,1000,2,2,2,Ready to Move,Resale,2,Semi-Furnished,1,Flat
5800000,900,2,2,2,Ready to Move,Resale,1,Semi-Furnished,0,Flat
23500000,3200,4,5,5,Ready to Move,Resale,2,Furnished,,Flat
4700000,1110,3,2,2,Ready to Move,New Property,1,Semi-Furnished,1,Flat
17000000,1500,4,2,1,Ready to Move,Resale,,,2,Flat
5200000,750,2,2,2,Ready to Move,Resale,2,Semi-Furnished,,Flat
10000000,1710,3,3,5,Ready to Move,New Property,,Furnished,,Flat
7500000,1220,2,2,3,Ready to Move,Resale,,,,Flat
4200000,1040,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
12000000,1600,4,4,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
4200000,1135,2,2,3,Ready to Move,Resale,1,,3,Individual House
14000000,2000,4,4,1,Ready to Move,Resale,2,Semi-Furnished,,Flat
6300000,900,2,2,1,Ready to Move,New Property,2,Semi-Furnished,,Flat
27500000,3332,4,5,8,Ready to Move,New Property,2,,2,Flat
10700000,1480,3,2,2,Ready to Move,Resale,,,,Flat
2800000,930,2,2,3,Ready to Move,New Property,1,,5,Flat
16000000,1500,3,2,3,Ready to Move,Resale,5,,0,Flat
2500000,700,2,2,1,Ready to Move,Resale,1,Semi-Furnished,,Flat
8900000,1585,3,3,4,Ready to Move,Resale,1,,2,Flat
4800000,1225,3,2,2,Ready to Move,Resale,1,,,Flat
10500000,1817,3,3,3,Ready to Move,Resale,203,,2,Flat
6200000,1315,3,2,5,Ready to Move,Resale,1,,2,Flat
6400000,1277,3,2,4,Ready to Move,New Property,1,Semi-Furnished,2,Individual House
4400000,900,3,2,1,Ready to Move,Resale,1,Semi-Furnished,1,Flat
5800000,1260,2,2,3,Ready to Move,Resale,,,,Flat
9500000,1560,3,3,3,Ready to Move,Resale,2,,2,Flat
47000000,4500,3,3,,Ready to Move,New Property,2,Semi-Furnished,,Flat
8500000,920,2,2,1,Ready to Move,Resale,1,Semi-Furnished,,Flat
15000000,2400,4,4,2,Ready to Move,New Property,10,Semi-Furnished,1,Flat
3000000,670,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
30000000,4000,4,4,4,Ready to Move,Resale,,Unfurnished,,Individual House
2350000,710,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
15000000,1800,3,3,2,Ready to Move,Resale,1,Furnished,,Flat
7800000,1295,2,2,4,Ready to Move,New Property,,,,Individual House
14300000,1650,4,4,2,Ready to Move,New Property,1,,,Flat
5300000,1125,2,2,2,Ready to Move,Resale,,,,Flat
2600000,800,2,2,,Ready to Move,Resale,,,,Flat
11000000,1400,3,2,2,Ready to Move,Resale,2,,,Flat
8500000,900,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Individual House
17000000,2150,3,3,2,Ready to Move,New Property,,,1,Flat
14200000,1850,3,3,3,Ready to Move,Resale,2,,2,Flat
5500000,1200,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat
3400000,600,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
7200000,1250,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
8700000,1450,3,3,3,Ready to Move,Resale,2,,10,Flat
9200000,1420,2,2,3,Ready to Move,Resale,,,,Flat
3800000,1005,2,2,1,Ready to Move,Resale,2,,3,Flat
42500000,4500,3,5,4,Ready to Move,Resale,2,Semi-Furnished,3,Flat
6500000,1620,3,3,3,Ready to Move,Resale,,Unfurnished,,Flat
7650000,1168,3,2,3,Ready to Move,New Property,,,,Flat
4500000,1107,2,2,4,Ready to Move,Resale,,,,Individual House
8500000,1510,3,3,2,Ready to Move,New Property,,,,Flat
23500000,1800,4,3,2,Ready to Move,New Property,2,Semi-Furnished,1,Individual House
4500000,955,2,2,,,Resale,,Furnished,,Flat
6280000,1500,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
13900000,2060,3,3,2,Ready to Move,New Property,,Semi-Furnished,,Flat
8200000,1550,3,3,5,Ready to Move,Resale,1,,2,Flat
13100000,1200,2,2,,Ready to Move,Resale,,Furnished,,Flat
10000000,1250,2,2,3,Ready to Move,Resale,,,,Flat
6500000,1050,2,2,3,Ready to Move,Resale,,,,Flat
4500000,1055,2,2,2,Ready to Move,Resale,1,Unfurnished,,Flat
14500000,2000,3,4,2,Ready to Move,Resale,,,,Individual House
4000000,510,2,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat
42500000,5500,6,7,,Ready to Move,New Property,5,Furnished,,Flat
20000000,2237,3,3,3,Ready to Move,New Property,2,,3,Individual House
3100000,975,2,2,3,Ready to Move,Resale,1,,3,Flat
4800000,1245,3,2,4,Ready to Move,New Property,1,,,Flat
6700000,1250,3,3,2,Ready to Move,Resale,2,,1,Flat
12500000,2320,3,3,,,Resale,,Semi-Furnished,,Flat
27000000,2200,4,4,2,Ready to Move,Resale,,Unfurnished,,Flat
11500000,2300,3,4,,Ready to Move,Resale,1,,2,Flat
9000000,1730,4,3,3,Ready to Move,Resale,1,Furnished,,Flat
4500000,1250,3,3,3,Ready to Move,Resale,,Semi-Furnished,,Flat
2990000,840,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
6200000,1300,3,3,3,Ready to Move,Resale,,,,Flat
9500000,2184,4,4,4,Ready to Move,Resale,1,,2,Individual House
14500000,2050,3,3,,,Resale,2,Unfurnished,,Flat
12500000,1650,3,3,2,Ready to Move,New Property,,Furnished,,Individual House
7500000,1495,3,2,3,Ready to Move,Resale,,,,Flat
12000000,1730,3,3,2,Ready to Move,Resale,,,,Flat
5500000,1100,3,3,1,Ready to Move,Resale,,Unfurnished,,Flat
4300000,1250,3,2,1,Ready to Move,Resale,1,Furnished,,Individual House
4800000,1050,2,2,2,Ready to Move,Resale,1,,,Individual House
15000000,1350,3,3,2,Ready to Move,Resale,1,,,Flat
13000000,2275,4,4,4,Ready to Move,New Property,1,,2,Flat
6500000,1150,2,3,3,Ready to Move,Resale,1,,4,Flat
15000000,2250,4,4,2,Ready to Move,Resale,2,,1,Flat
3150000,1050,2,2,2,Ready to Move,Resale,,,,Flat
12500000,2120,3,3,3,Ready to Move,Resale,,Unfurnished,,Flat
4100000,1185,4,2,,,Resale,,Semi-Furnished,,Flat
36000000,3700,6,6,4,Ready to Move,Resale,2,Semi-Furnished,,Flat
5100000,1050,3,2,2,Ready to Move,Resale,1,,2,Flat
4500000,800,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
13400000,1755,2,3,2,Ready to Move,Resale,2,,2,Flat
11000000,1800,4,2,1,Ready to Move,Resale,2,Semi-Furnished,,Flat
5250000,1535,3,3,2,Ready to Move,Resale,1,,4,Flat
14500000,2324,4,5,4,Ready to Move,Resale,,,,Flat
3200000,750,2,2,1,Ready to Move,Resale,1,Unfurnished,,Flat
9600000,1760,3,4,3,Ready to Move,Resale,2,,1,Flat
10000000,1765,3,3,3,Ready to Move,Resale,,,,Flat
4850000,1090,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat
8500000,1695,3,4,5,Ready to Move,Resale,1,Semi-Furnished,3,Flat
9800000,1437,3,3,1,Ready to Move,Resale,,,,Flat
6500000,1295,3,2,3,Ready to Move,Resale,1,,2,Individual House
6700000,1277,2,2,3,Ready to Move,Resale,1,,3,Flat
11000000,1500,3,3,2,,Resale,1,Semi-Furnished,1,Individual House
6000000,950,2,2,1,Ready to Move,Resale,,Furnished,,Flat
18000000,2200,3,2,4,Ready to Move,Resale,,Unfurnished,2,Individual House
8000000,2000,3,3,,Ready to Move,Resale,1,Unfurnished,,Flat
7500000,1408,2,2,2,Ready to Move,Resale,1,,2,Individual House
4100000,1035,2,2,1,Ready to Move,Resale,,,,Flat
4490000,1135,2,2,4,Ready to Move,Resale,,,,Flat
11000000,1954,3,3,4,Ready to Move,New Property,2,Semi-Furnished,2,Flat
7000000,1355,3,2,3,,Resale,124,Unfurnished,2,Flat
8000000,1290,2,2,3,Ready to Move,Resale,,,,Individual House
4000000,1200,2,2,,Ready to Move,Resale,,,,Flat
6500000,1100,2,2,2,Ready to Move,Resale,1,,2,Flat
5000000,1285,3,2,3,Ready to Move,Resale,,,,Flat
6300000,1444,3,2,3,Ready to Move,Resale,,,1,Flat
6500000,1875,3,3,2,Ready to Move,Resale,,,,Flat
14500000,1500,3,2,2,Ready to Move,Resale,2,,,Flat
9800000,1730,3,3,3,Ready to Move,Resale,1,,2,Individual House
7500000,1690,3,3,3,Ready to Move,Resale,,,,Flat
9000000,2250,4,4,4,Ready to Move,Resale,,,,Flat
7930000,1385,3,3,,Ready to Move,Resale,,,,Flat
12800000,2025,3,3,,Ready to Move,Resale,,,,Flat
6000000,775,3,2,1,Ready to Move,Resale,,Furnished,,Flat
14500000,1400,3,2,2,Ready to Move,Resale,1,,,Flat
8200000,1360,2,2,,Ready to Move,Resale,787,,,Flat
14000000,2050,4,3,1,Ready to Move,Resale,1,Semi-Furnished,0,Flat
4900000,700,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
4400000,1150,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat
14500000,2860,4,4,2,,Resale,3,Furnished,1,Flat
3000000,899,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
3900000,976,2,2,2,Ready to Move,Resale,,,2,Flat
11500000,1647,3,3,3,Ready to Move,Resale,2,,2,Flat
5800000,700,2,2,2,Ready to Move,Resale,1,Furnished,,Flat
16000000,2200,3,2,,Ready to Move,Resale,,,,Flat
10000000,994,2,2,,Ready to Move,Resale,,Unfurnished,,Individual House
8000000,1710,3,3,3,Ready to Move,Resale,2,,2,Flat
14000000,1400,3,3,,Ready to Move,Resale,1,Semi-Furnished,,Flat
8000000,1300,3,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
5910000,1500,3,3,,Ready to Move,Resale,,Furnished,,Flat
3500000,1240,2,2,2,Ready to Move,Resale,1,,2,Flat
11200000,1870,3,4,3,Ready to Move,Resale,,,3,Flat
8600000,1137,3,2,2,Ready to Move,Resale,2,,2,Individual House
13600000,1400,2,2,2,Ready to Move,Resale,2,,2,Flat
22000000,1800,3,3,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
11000000,2200,3,4,3,Ready to Move,Resale,2,Semi-Furnished,,Flat
8000000,1847,4,3,3,Ready to Move,Resale,1,,2,Flat
9500000,1758,3,3,3,Ready to Move,Resale,92,,2,Flat
5550000,1081,3,3,,,Resale,,Unfurnished,,Flat
2800000,720,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
5500000,1100,3,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
14400000,2500,6,4,1,Ready to Move,Resale,4,Unfurnished,,Flat
5500000,1575,3,3,3,Ready to Move,Resale,1,,1,Flat
8000000,1365,3,2,2,Ready to Move,Resale,1,,2,Individual House
17600000,2511,4,3,2,Ready to Move,Resale,,,,Flat
3500000,810,3,2,1,Ready to Move,Resale,,Unfurnished,,Flat
5660000,1300,3,3,3,,New Property,1,Semi-Furnished,4,Individual House
12000000,1550,2,2,,Ready to Move,New Property,1,Semi-Furnished,2,Flat
35500000,4600,6,3,3,Ready to Move,Resale,2,,,Flat
3770000,1055,2,2,,Under Construction,New Property,1,,3,Flat
9860000,1730,3,3,,Ready to Move,New Property,1,,2,Flat
19200000,2630,4,4,,Ready to Move,New Property,1,,2,Individual House
8020000,1515,3,3,5,Ready to Move,New Property,,,,Individual House
6870000,1404,3,3,,Under Construction,New Property,,,2,Flat
8900000,1895,3,3,,Under Construction,New Property,1,,2,Flat
16000000,2200,4,4,,Ready to Move,New Property,1,Unfurnished,2,Flat
38500000,4486,4,4,4,Ready to Move,Resale,,Unfurnished,,Flat
8500000,1080,2,2,,Ready to Move,New Property,1,Semi-Furnished,,Individual House
15900000,2190,3,3,,,New Property,2,Unfurnished,,Flat
37500000,5840,5,5,4,Ready to Move,New Property,2,Unfurnished,,Flat
8230000,1725,3,3,,Ready to Move,New Property,,,2,Flat
3650000,770,2,2,,Ready to Move,New Property,1,Unfurnished,3,Flat
33900000,3775,5,4,,Ready to Move,New Property,,Semi-Furnished,,Flat
22800000,2750,3,5,,Under Construction,New Property,,,2,Individual House
35000000,4455,4,5,,Under Construction,New Property,,,2,Flat
31500000,4200,4,5,,Ready to Move,New Property,,Furnished,,Flat
20000000,2685,3,3,,Ready to Move,New Property,1,,2,Individual House
12900000,2003,3,3,,Ready to Move,New Property,,Semi-Furnished,,Flat
8690000,1725,4,3,2,Ready to Move,New Property,1,Semi-Furnished,0,Flat
5500000,1250,4,3,,,Resale,,Unfurnished,,Flat
3300000,855,2,2,,Ready to Move,Resale,,,,Flat
35000000,3600,4,4,2,Ready to Move,Resale,5,Semi-Furnished,1,Flat
4400000,1475,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
11500000,1700,4,4,4,Ready to Move,Resale,1,,2,Flat
7000000,1300,3,2,,Ready to Move,Resale,1,Furnished,,Flat
15500000,2000,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
7500000,1365,2,2,,,Resale,1,Unfurnished,,Flat
7200000,1295,2,2,4,Ready to Move,Resale,1,,2,Flat
16500000,2103,3,4,5,Ready to Move,Resale,3,,3,Flat
7000000,1200,3,2,,Ready to Move,Resale,,,,Individual House
7800000,1350,2,2,1,,Resale,1,Semi-Furnished,,Flat
3310000,950,2,2,,Ready to Move,Resale,,,,Flat
17000000,2700,3,3,2,Ready to Move,Resale,,Furnished,,Flat
3000000,582,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3700000,1060,2,2,,,Resale,,Unfurnished,,Flat
10500000,1850,3,3,4,Ready to Move,Resale,1,,2,Flat
2500000,800,2,2,,Ready to Move,Resale,,Unfurnished,,Individual House
6500000,1450,3,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
10000000,1400,3,2,,Ready to Move,Resale,,Furnished,,Flat
4250000,950,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
6500000,1650,3,2,3,Ready to Move,Resale,,,1,Flat
2100000,700,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
3300000,950,2,2,1,Ready to Move,Resale,,Furnished,1,Flat
3800000,1200,2,2,2,Ready to Move,Resale,,,,Individual House
3500000,900,2,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
38500000,4300,5,5,10,,New Property,2,Semi-Furnished,3,Individual House
4700000,850,2,2,2,Ready to Move,New Property,2,Semi-Furnished,,Flat
4100000,760,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3800000,630,2,2,2,,Resale,,Unfurnished,,Flat
4400000,1000,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
3300000,1050,2,2,,Ready to Move,Resale,,,,Flat
7200000,1495,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
3300000,1058,2,2,3,Ready to Move,Resale,,Unfurnished,,Flat
4200000,1175,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
13000000,2200,4,4,2,Ready to Move,New Property,,,,Flat
6500000,1100,3,2,2,Ready to Move,Resale,3,,0,Flat
5500000,973,2,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat
4500000,1550,3,3,,Ready to Move,Resale,,,,Flat
10000000,1779,3,3,4,Ready to Move,New Property,,,,Individual House
5910000,1210,2,2,,Ready to Move,Resale,,,,Individual House
13000000,1850,3,3,,Ready to Move,Resale,,Furnished,,Flat
7500000,1300,3,3,1,Ready to Move,Resale,,Semi-Furnished,,Individual House
4450000,990,2,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Individual House
4900000,950,2,2,,Ready to Move,Resale,2,,,Flat
19500000,1600,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
12000000,2000,3,3,5,Ready to Move,Resale,,,,Individual House
2700000,850,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
16000000,1700,3,3,2,Ready to Move,New Property,2,Semi-Furnished,1,Flat
9800000,1850,4,3,2,Ready to Move,New Property,1,Semi-Furnished,1,Flat
3600000,900,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
6200000,1390,3,3,3,Ready to Move,Resale,,,,Flat
2700000,805,2,2,2,,Resale,,Furnished,,Flat
8000000,1705,3,2,,Ready to Move,Resale,,,,Flat
3220000,920,2,2,,,Resale,,Unfurnished,,Flat
3900000,1125,2,2,3,Ready to Move,Resale,,,,Flat
4500000,1105,2,2,3,Ready to Move,Resale,2,,3,Flat
4800000,1267,3,2,,Ready to Move,Resale,,,,Flat
3200000,690,2,2,,Ready to Move,Resale,,,,Flat
2700000,890,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
25000000,2250,3,4,3,Ready to Move,Resale,,Semi-Furnished,,Flat
4200000,1270,2,2,,Ready to Move,Resale,,,,Flat
2630000,792,2,2,2,Ready to Move,Resale,,,,Flat
9960000,1610,2,2,2,Ready to Move,Resale,4,,2,Flat
4500000,1000,2,2,1,Ready to Move,Resale,1,Semi-Furnished,,Flat
6000000,1575,3,2,2,Ready to Move,Resale,1,Furnished,1,Flat
12000000,1640,3,3,3,Ready to Move,Resale,1,,2,Flat
19500000,1600,3,2,1,Ready to Move,Resale,1,Semi-Furnished,,Flat
7200000,1260,3,2,,Ready to Move,Resale,502,,,Flat
7500000,1140,2,2,,Ready to Move,Resale,,Furnished,,Flat
8500000,1800,3,3,4,Ready to Move,Resale,2,,3,Flat
4300000,1150,2,2,1,Ready to Move,Resale,,Furnished,,Flat
13500000,1800,5,4,3,Ready to Move,Resale,,Semi-Furnished,,Flat
13500000,1450,4,2,,Ready to Move,Resale,2,Furnished,,Individual House
6000000,1170,2,3,,Ready to Move,Resale,,Furnished,,Flat
2590000,880,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
9500000,1644,3,3,3,Ready to Move,Resale,1,,3,Flat
15000000,1350,3,3,1,Ready to Move,New Property,,Semi-Furnished,0,Flat
4000000,700,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Individual House
6010000,1125,2,2,,Ready to Move,Resale,,Furnished,,Flat
5000000,1225,2,2,4,Ready to Move,Resale,,,,Flat
6950000,1080,4,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
4500000,800,3,2,2,Ready to Move,New Property,2,Furnished,1,Flat
14500000,2630,4,4,2,Ready to Move,Resale,,,,Flat
5400000,1300,3,2,3,Ready to Move,Resale,,Unfurnished,,Flat
13500000,2268,4,4,3,,Resale,,Semi-Furnished,,Flat
6500000,1257,2,2,4,Ready to Move,Resale,,,,Flat
7100000,1690,3,3,,Ready to Move,Resale,,,,Individual House
8000000,1740,3,3,,Ready to Move,Resale,,,,Flat
11000000,1640,3,3,,Ready to Move,Resale,,Semi-Furnished,,Individual House
4600000,750,2,2,1,Ready to Move,Resale,1,Furnished,,Flat
13000000,1125,4,2,3,Ready to Move,New Property,,Semi-Furnished,,Flat
6300000,1390,3,3,3,Ready to Move,Resale,,,,Flat
11000000,2370,4,3,,Ready to Move,Resale,1,,,Flat
5190000,1085,2,2,3,Ready to Move,Resale,,,,Flat
4500000,1260,2,2,2,Ready to Move,Resale,,,2,Flat
3010000,990,2,2,1,Ready to Move,Resale,1,Unfurnished,,Flat
2500000,1000,2,2,3,Ready to Move,Resale,1,Unfurnished,,Flat
9500000,1970,3,3,3,Ready to Move,Resale,1,,,Flat
5500000,1100,4,2,1,Ready to Move,Resale,,Semi-Furnished,,Individual House
19000000,2244,3,4,,Ready to Move,Resale,,,,Individual House
3280000,1005,2,2,,Ready to Move,Resale,,,,Individual House
3540000,1025,2,2,,Ready to Move,Resale,,,,Flat
7460000,1446,3,2,,Ready to Move,Resale,,,,Flat
39100000,3700,5,6,2,Ready to Move,New Property,2,Semi-Furnished,1,Flat
4000000,900,2,2,2,Ready to Move,Resale,,Furnished,,Flat
3300000,1054,2,2,2,Ready to Move,New Property,,,,Individual House
5500000,950,2,2,1,Ready to Move,Resale,,,,Flat
6400000,1450,3,3,1,Ready to Move,New Property,,Unfurnished,,Individual House
7450000,1670,3,3,3,Ready to Move,Resale,2,,0,Flat
3900000,1125,3,2,2,Ready to Move,Resale,1,,1,Flat
5100000,1327,2,2,,,Resale,,Unfurnished,,Flat
3600000,910,2,2,3,Ready to Move,Resale,1,,2,Flat
5620000,1500,3,2,,Ready to Move,New Property,1,,3,Flat
3500000,850,2,2,,Ready to Move,Resale,,Unfurnished,,Individual House
7000000,1888,4,3,4,Ready to Move,New Property,,Furnished,,Flat
10000000,1000,3,2,1,Ready to Move,Resale,,,,Flat
6000000,1465,3,3,2,Ready to Move,New Property,,,,Flat
7250000,1565,3,3,,Ready to Move,Resale,,Unfurnished,,Flat
12800000,1433,2,2,,Under Construction,New Property,,,2,Flat
7500000,1300,3,2,2,Ready to Move,New Property,,,,Flat
5500000,1350,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
5200000,1220,2,2,3,Ready to Move,Resale,,,,Flat
10500000,1762,3,3,,Ready to Move,Resale,1,,2,Flat
5500000,1000,3,2,1,Ready to Move,New Property,,,,Flat
8000000,1800,3,2,2,Ready to Move,Resale,1,,1,Flat
4500000,1245,3,2,4,Ready to Move,Resale,,,,Flat
3600000,770,2,2,,Ready to Move,Resale,,,,Individual House
5100000,1273,2,2,,Ready to Move,Resale,,,,Flat
6500000,1540,3,3,,Ready to Move,Resale,,Semi-Furnished,,Individual House
3600000,1125,3,2,,Ready to Move,Resale,,,,Flat
5000000,1536,3,2,3,Ready to Move,Resale,,,,Flat
2500000,800,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
4500000,1300,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
5200000,1377,3,2,,Ready to Move,Resale,1,,,Flat
3500000,1250,2,2,2,Ready to Move,Resale,,,,Flat
8500000,1500,4,4,2,Ready to Move,Resale,,Unfurnished,,Flat
3100000,1050,2,2,3,Ready to Move,New Property,1,,2,Flat
3700000,850,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
16000000,2150,3,3,2,,Resale,2,Unfurnished,,Flat
13500000,1915,4,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
4500000,1000,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
7000000,1595,3,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat
2900000,600,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
6800000,1690,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
3250000,700,2,2,1,Ready to Move,Resale,10,Furnished,,Flat
5900000,1045,2,2,4,Ready to Move,Resale,1,,2,Flat
5850000,1660,3,3,3,Ready to Move,Resale,,,,Flat
8000000,900,2,4,,,Resale,,Furnished,,Flat
2700000,904,2,2,,Ready to Move,Resale,1,Unfurnished,,Flat
7200000,1550,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
7000000,1545,3,3,3,Ready to Move,Resale,2,Furnished,2,Flat
5500000,1000,2,2,2,,Resale,1,Unfurnished,,Flat
11000000,1350,2,2,1,Ready to Move,Resale,2,,,Flat
4000000,1195,2,2,3,Ready to Move,Resale,1,,,Individual House
6500000,1080,3,3,2,Ready to Move,New Property,,Semi-Furnished,,Flat
12500000,1855,3,3,4,Ready to Move,Resale,,,,Flat
9000000,1680,3,2,4,Ready to Move,Resale,2,,2,Flat
5450000,1070,2,2,,Ready to Move,Resale,,,,Flat
3500000,1050,2,2,,,Resale,,Furnished,,Flat
3600000,1000,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
3160000,890,2,2,,Ready to Move,Resale,,,,Flat
6500000,1250,3,2,3,Ready to Move,Resale,2,Unfurnished,,Flat
5130000,1000,2,2,,Ready to Move,Resale,1,,,Flat
4680000,1265,2,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Flat
6200000,1100,3,2,,Ready to Move,Resale,,Unfurnished,,Flat
49000000,4500,3,4,,,Resale,,Semi-Furnished,,Flat
6000000,700,3,3,1,Ready to Move,New Property,,Semi-Furnished,,Flat
9980000,1490,3,3,3,Ready to Move,Resale,,,,Flat
3200000,840,2,2,2,Ready to Move,Resale,1,,4,Flat
10000000,1880,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
6000000,699,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
5000000,1044,3,2,3,Ready to Move,Resale,,Unfurnished,,Flat
2800000,850,2,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat
3300000,950,2,2,3,Ready to Move,Resale,1,,,Flat
6500000,1498,2,2,2,Ready to Move,New Property,1,,2,Flat
6500000,1250,2,2,,Ready to Move,Resale,,Unfurnished,,Individual House
4000000,1290,3,2,,Ready to Move,Resale,,,,Flat
4200000,1290,2,2,4,Ready to Move,Resale,,,,Flat
7000000,1665,3,2,3,Ready to Move,Resale,,,,Flat
4000000,1200,2,2,3,Ready to Move,Resale,,,,Flat
4800000,800,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
5250000,1015,2,2,2,Ready to Move,Resale,,,,Flat
8170000,1645,3,3,,Ready to Move,Resale,,,,Flat
6300000,1890,3,3,4,Ready to Move,Resale,,,,Flat
8500000,1625,3,2,,Ready to Move,Resale,,,,Flat
